Departement,Adresse,Ville,Code postale,E10,E85,SP98,GAZOLE,
01,Z.I. DE SURE,Saint-André-de-Corcy,01390,1.91 €,,2.02 €,2.01 €,
01,Rue Brillat-Savarin,OYONNAX,01100,,,2.04 €,2.00 €,
01,ROUTE DE DORTAN,Arbent,01100,1.87 €,,,2.01 €,
01,Lieu dit lePetit Étang,Chalamont,01320,1.96 €,,,2.02 €,
01, Rue Mante,BELLEY,01300,,,,2.00 €,
01,ZA DU PRE MUNNY,PéRON,01630,1.77 €,0.85 €,1.84 €,1.91 €,
01,AUTOROUTE A42  AIRE DE LYON-DAGNEUX,DAGNEUX,01120,2.00 €,,2.12 €,2.08 €,
01,Route de Thil,LA BOISSE,01120,1.83 €,0.85 €,1.93 €,1.94 €,
01,395 route de Bourg,SAINT-ÉTIENNE-DU-BOIS,01370,1.87 €,,1.98 €,1.99 €,
01,AVENUE MARECHAL FOCH,CHATILLON-SUR-CHALARONNE,01400,,,2.01 €,1.98 €,
01,184 rue du 19 mars 1962,VONNAS,01540,1.90 €,,1.99 €,1.95 €,
01,Rue Alexandre Bérard,Ambérieu-en-Bugey,01500,1.85 €,,1.96 €,1.91 €,
01,50 RUE DES ACACIAS,SERVAS,01960,1.81 €,0.85 €,1.90 €,1.93 €,
01,Bd Charles de Gaulle,BOURG-EN-BRESSE,01000,1.83 €,,1.94 €,1.91 €,
01,AUTOROUTE A42 - AIRE DE LYON MONTUEL,DAGNEUX,01120,1.88 €,0.87 €,1.99 €,1.96 €,
01,1123 Route de Mâcon,POLLIAT,01310,1.94 €,,2.05 €,2.02 €,
01,ROUTE DE CHALAMONT,Meximieux,01800,1.89 €,0.88 €,,1.94 €,
01,RUE DE GENEVE -,SAINT-GENIS-POUILLY,01630,,,,2.19 €,
01,450 AVENUE JEAN FALCONNIER,Culoz,01350,,,2.06 €,2.02 €,
01,RTE DE BOURG RN 75,Pont-d'Ain,01160,1.83 €,,1.94 €,1.91 €,
01,CENTRE COMMERCIAL DE L'AVIATIONRAIS,Ambérieu-en-Bugey,01500,1.82 €,0.85 €,1.93 €,1.90 €,
01,886 AVENUE JEAN COUTTY,ARBENT - OYONNAX,01100,,,2.06 €,2.04 €,
01,11 route de Port-Galland,Saint-Maurice-de-Gourdans,01800,,,,2.16 €,
01,573 route de Genève,Saint-Jean-le-Vieux,01640,,,,2.13 €,
01,195 Grande Rue,FEILLENS,01570,1.73 €,0.85 €,1.81 €,1.87 €,
01,route de la Vavrette,TOSSIAT,01250,,,2.04 €,2.00 €,
01,RN 504 - ZI de Penaye,Chazey-Bons,01300,1.79 €,,1.88 €,1.90 €,
01,850 RD 933,Messimy-sur-Saône,01480,1.88 €,,1.99 €,2.04 €,
01,RN5,SéGNY,01170,1.80 €,0.75 €,1.89 €,1.95 €,
01,Lieu-Dit les Vertes Campagnes,GEX,01170,,,1.96 €,1.96 €,
01,642 AVENUE DE TREVOUX,SAINT DENIS LES BOURG,01000,1.91 €,0.85 €,2.02 €,2.02 €,
01,Avenue Lavoisier,MASSIEUX,01600,1.75 €,,1.83 €,1.91 €,
01,259 ROUTE DE MEXIMIEUX,CHALAMONT,01320,,,,2.16 €,
01,zac les grand varays route de neuville,Vonnas,01540,1.90 €,,,1.91 €,
01,70 Allées des Marronniers,Saint-André-de-Corcy,01390,,,1.99 €,2.00 €,
01,ZAC des Baterses,BEYNOST,01700,1.83 €,,1.93 €,1.94 €,
01,ROUTE DE MARLIEUX,Châtillon-sur-Chalaronne,01400,1.81 €,0.85 €,1.90 €,1.91 €,
01,771 Route de Bourg,ATTIGNAT,01340,,0.96 €,2.13 €,2.07 €,
01,18 Route du Berthiand,Nurieux-Volognat,01460,,,,2.01 €,
01,RTE DE LA CLUSE RN 84,NANTUA,01130,1.84 €,,1.97 €,1.93 €,
01,BOULEVARD CHARLES DE GAULLE,Bourg-en-Bresse,01000,1.83 €,,1.94 €,1.91 €,
01,63 Rue du Bugey,LOYETTES,01360,,,,1.99 €,
01,Avenue Charles de Gaulle,SAINT-VULBAS,01150,1.89 €,0.89 €,2.00 €,1.99 €,
01,103 RUE DES LUYERS,Montrevel-en-Bresse,01340,1.85 €,,,1.92 €,
01,16 Avenue de Marboz,BOURG-EN-BRESSE,01000,,,1.94 €,1.94 €,
01, Chemin de la Brunette,FERNEY-VOLTAIRE,01210,1.91 €,,1.97 €,2.00 €,
01,AUTOROUTE A40 - AIRE DE BOURG JASSERON,CEYZERIAT,01250,1.88 €,0.86 €,1.99 €,1.97 €,
01,20 Avenue du Maréchal Juin,Bourg-en-Bresse,01000,,,,2.05 €,
01, Route de Lyon,BALAN,01360,,,2.17 €,2.11 €,
01,Les Cézilles,Jayat,01340,1.85 €,0.85 €,1.96 €,1.92 €,
01,521 ROUTE NATIONALE,La Boisse,01120,1.93 €,,2.04 €,2.01 €,
01,691 AVENUE DU CRET D'EAU,Divonne-les-Bains,01220,,,1.97 €,2.03 €,
01,68 Rue du Jura,MONTREAL-LA-CLUSE,01460,,,1.96 €,1.95 €,
01,2 Rue de l'Égalité,Maillat,01430,2.12 €,,,2.09 €,
01,416 AVENUE DE LA LIBERATION,Saint-Didier-sur-Chalaronne,01140,1.83 €,1.06 €,,1.90 €,
01,550  RUE JEAN MERMOZ,CHâTEAU-GAILLARD,01500,,,,2.04 €,
01,74 Rue Jules Michelet,Oyonnax,01100,1.82 €,,1.90 €,1.96 €,
01,1699 ROUTE DE BOURG,Malafretaz,01340,1.88 €,,1.99 €,1.99 €,
01,route de Bellegarde,THOIRY,01710,1.89 €,,1.99 €,1.98 €,
01,867 ROUTE DE GENEVE,LE POIZAT LALLEYRIAT,01130,,,2.10 €,2.04 €,
01,Route de Strasbourg,VIRIAT,01440,1.91 €,,2.02 €,2.02 €,
01,82 GRANDE RUE,COLIGNY,01270,,,2.25 €,2.13 €,
01,Avenue Maréchal de Lattre de Tassigny,Bellegarde-sur-Valserine,01200,1.83 €,,,1.96 €,
01,Chemin de Bellevue,PERONNAS,01960,,,1.97 €,,
01,1 rue des champs "les terrasses",Artemare,01510,,,2.00 €,1.97 €,
01,148 Rue des Chalets,SAINT-GENIS-POUILLY,01630,1.77 €,0.85 €,1.84 €,1.91 €,
01,40 Chemin de la Bergaderie,Saint-Étienne-du-Bois,01370,1.93 €,,1.94 €,1.92 €,
01,PAE Pont de Vaux Est,Saint-Bénigne,01190,,,2.00 €,2.00 €,
01,ZI DE LA SURE,St André de Corcy,01390,1.88 €,0.85 €,1.95 €,1.98 €,
01,AVENUE PIERRE MARCAULT,Châtillon-sur-Chalaronne,01400,1.81 €,,,1.91 €,
01,69 Rue de la République,Bellegarde-sur-Valserine,01200,2.07 €,,2.14 €,2.14 €,
01,1029 ROUTE DE MARBOZ-LOUHANS,VIRIAT,01440,,,,1.98 €,
01,47 Route de Lyon,MEXIMIEUX,01800,1.78 €,,1.90 €,1.93 €,
01,8 RUE DE L'INDUSTRIE,LAGNIEU,01150,1.82 €,,1.93 €,1.93 €,
01,596 AVENUE DE TREVOUX,SAINT-DENIS-LèS-BOURG,01000,,,1.94 €,1.95 €,
01,Rue Masonod,HAUTEVILLE-LOMPNES,01110,1.85 €,,1.96 €,1.96 €,
01,ZAC sous la Combe,LAVANCIA-EPERCY,01590,1.84 €,0.85 €,,1.99 €,
01,56 Rue du Stand,Bourg-en-Bresse,01000,null,null,null,null,
01,245 ROUTE DU 3 SEPTEMBRE 1944,Amberieux-en-Dombes,01330,1.91 €,,2.02 €,2.01 €,
01,Cours de la Portelle,MONTLUEL,01120,1.83 €,0.85 €,1.93 €,1.94 €,
01,Route de Meyrin,FERNEY-VOLTAIRE,01210,1.80 €,0.75 €,,1.95 €,
01,ZAC DE L OUSSON,Belley,01300,,,2.02 €,1.95 €,
01,AVENUE FRANCOIS PIGNIER,Bourg-en-Bresse,01000,1.93 €,,1.94 €,1.92 €,
01,Route de Chatillon Sur Chalaronne,LAIZ,01290,1.99 €,0.96 €,2.05 €,1.99 €,
01, Rue Édouard Herriot,JASSANS-RIOTTIER,01480,,,1.96 €,1.93 €,
01,15 Avenue de la Libération,AMBéRIEU-EN-BUGEY,01500,,,2.15 €,2.08 €,
01,1 ROUTE DE FRANCHELEINS,MONTCEAUX,01090,1.82 €,,1.93 €,1.94 €,
01,Route de Divonne les Bains,Gex,01170,1.80 €,0.85 €,1.89 €,1.96 €,
01,324 Route de Lyon,TREVOUX,01600,,,1.92 €,1.94 €,
45,119 AV ANDRE DESSAUX RN 20,Fleury-les-Aubrais,45400,1.95 €,0.91 €,2.06 €,2.02 €,
45,RUE DU VAL D'ORLEANS,INGRé,45140,,,2.01 €,1.99 €,
45,17 Rue Adolphe Cochery,Malesherbes,45330,1.96 €,,2.07 €,2.02 €,
45,3 Rue des Beaumonts,Patay,45310,,,2.01 €,1.99 €,
45,Rue de la Fabrique,GIEN,45500,1.90 €,,2.00 €,1.94 €,
45,RUE DE SAVOIE,SAINT-PèRE-SUR-LOIRE,45600,1.89 €,0.80 €,1.98 €,1.95 €,
45,Route de Montargis,CHâTILLON-COLIGNY,45230,1.90 €,0.86 €,2.00 €,1.94 €,
45,25 BOULEVARD JEAN JAURES,ORLEANS,45000,1.84 €,0.86 €,1.95 €,1.90 €,
45,88 Rue du Faubourg Madeleine,ORLEANS,45000,null,null,null,null,
45,39 AV .J.F.KENNEDY,Orléans,45100,1.83 €,0.86 €,1.95 €,1.90 €,
45,3091 RUE MARCEL BELOT/RN 20,OLIVET,45160,1.96 €,,2.07 €,2.01 €,
45,20 RUE CHARLES BEAUHAIRE,Saint-Jean-de-la-Ruelle,45140,1.84 €,0.89 €,1.95 €,1.90 €,
45,RN 7 LA COMMODITE,SOLTERRE,45700,1.94 €,0.88 €,2.00 €,1.94 €,
45,51  RTE DE CHAMBON,NIBELLE,45340,null,null,null,null,
45,94 AVENUE PRESIDENT WILSON,GIEN,45500,1.88 €,0.88 €,1.97 €,1.91 €,
45,A10 AIRE ORLEANS GIDY,GIDY,45520,1.92 €,0.88 €,2.03 €,1.97 €,
45,AVENUE DU GENERAL LECLERC,Saint-Jean-de-Braye,45800,1.97 €,0.88 €,2.08 €,2.04 €,
45,ZI LA CHAMPAGNE,BONNY-SUR-LOIRE,45420,1.88 €,,1.98 €,1.94 €,
45,CHEMIN DES ALLIX,Gien,45500,,,2.00 €,1.94 €,
45,RUE DES PRES FLEURIS,LA FERTé-SAINT-AUBIN,45240,,,2.07 €,1.96 €,
45,8 avenue du Stade,Saint-Denis-de-l'Hôtel,45550,,,2.06 €,1.97 €,
45,3 Rue du Général de Gaulle,MEUNG-SUR-LOIRE,45130,2.39 €,,2.49 €,2.33 €,
45,4 route de Sens,Courtenay,45320,,,2.36 €,2.22 €,
45,21 rue de Vauluizard,MALESHERBES,45330,1.90 €,0.88 €,2.02 €,1.97 €,
45,ROUTE NATIONALE 60,MARDIE,45430,1.88 €,,1.98 €,1.93 €,
45,a,uchan Supermarche,45800,1.89 €,,1.98 €,1.91 €,
45,Avenue du 11 Novembre,PITHIVIERS,45300,1.88 €,,1.97 €,1.97 €,
45,35 rue du general patton,MALESHERBES,45330,,,2.08 €,1.99 €,
45,58 Avenue de Verdun,SAINT-JEAN-DE-BRAYE,45800,2.03 €,,2.13 €,2.01 €,
45,RN7 LES STATIONS,Fontenay-sur-Loing,45210,1.98 €,,2.09 €,2.02 €,
45,16 RUE DES FRERES LUMIERE ZAC DE LA BARAUDIERE,VILLEMANDEUR,45700,1.94 €,0.85 €,2.00 €,1.95 €,
45,3 Chemin de la Sablonnière,Coullons,45720,1.94 €,,2.04 €,1.96 €,
45,RUE DES PATUREAUX,Courtenay,45320,,,2.00 €,1.96 €,
45,198 Rue Marcellin Berthelot,FLEURY-LES-AUBRAIS,45400,2.05 €,1.16 €,2.09 €,2.07 €,
45,69 rue de l'enfer,fay aux loges,45450,,,2.15 €,2.15 €,
45,18 ZAC DE LA POTERIE RTE D'ORLEANS,JOUY LE POTIER,45370,1.98 €,0.83 €,2.10 €,1.99 €,
45,Route de Boiscommun,BEAUNE-LA-ROLANDE,45340,1.86 €,,1.97 €,1.95 €,
45,Rue de la Bosserie,GIEN,45500,1.88 €,,1.98 €,1.91 €,
45,AVENUE DU LION D'OR,LOURY,45470,1.88 €,0.88 €,1.98 €,1.94 €,
45,A19 AIRE DU LOIRET,Beaune-la-Rolande,45340,2.09 €,0.95 €,2.22 €,2.12 €,
45,ZI ROUTE NATIONALE 60,Bellegarde,45270,1.89 €,,1.98 €,1.98 €,
45,1094  avenue d'Antibes,Amilly,45200,1.94 €,0.88 €,2.00 €,1.94 €,
45,19 Rue Louis Labonne,FLEURY-LES-AUBRAIS,45400,1.85 €,0.85 €,1.96 €,1.95 €,
45,32 bis Avenue de la libération,Villemandeur,45700,,,2.04 €,2.01 €,
45,RUE DES CHATAIGNIERS,SARAN,45770,,,,2.17 €,
45,17 Avenue du Général Leclerc,Châlette-sur-Loing,45120,1.94 €,,2.04 €,1.94 €,
45,RUE DES PORTES DU GATINAIS,Dadonville,45300,1.90 €,,,1.98 €,
45,600 AVENUE DE VERDUN,OLIVET,45160,1.83 €,,1.94 €,1.90 €,
45,Avenue du 11 Novembre 1918,PITHIVIERS,45300,1.98 €,,2.09 €,2.02 €,
45,ROUTE ST GERMAIN,NEUVILLE-AUX-BOIS,45170,2.12 €,,2.24 €,2.19 €,
45,1 Avenue du Traité de Rome,Saint-Pryvé-Saint-Mesmin,45750,1.84 €,,1.94 €,1.90 €,
45,32 Avenue de la Bolière,ORLEANS,45100,1.85 €,,1.95 €,1.92 €,
45,2 rue marcel paul,Châlette-sur-Loing,45120,2.00 €,0.91 €,,2.01 €,
45,Avenue d'Antibes,Amilly,45200,1.99 €,,2.09 €,2.00 €,
45,181 Rue d'Artois,OLIVET,45160,1.83 €,,1.94 €,1.90 €,
45,1 RUE DE LA GARENNE,PUISEAUX,45390,1.87 €,,1.99 €,1.98 €,
45,Route d'Ousson,BRIARE,45250,,,2.00 €,2.01 €,
45,ROUTE NATIONALE 152,BAULE,45130,1.90 €,0.98 €,1.98 €,1.95 €,
45,RUE DES BRUYERES,AMILLY,45200,,0.85 €,2.00 €,1.95 €,
45,514 ROUTE D'ORLEANS,Ouzouer-sur-Loire,45570,1.87 €,0.85 €,2.00 €,1.97 €,
45,ROUTE DE SENS,COURTENAY,45320,,,2.20 €,2.03 €,
45,AUTOROUTE A77 AIRE DU JARDIN DES ARBRES,VARENNES CHANGY,45290,2.02 €,,2.14 €,2.07 €,
45,Allée de la Gravière,Château-Renard,45220,1.98 €,0.86 €,2.00 €,1.95 €,
45,23 RUE DE MONTFORT,NEUVILLE-AUX-BOIS,45170,1.88 €,0.88 €,1.98 €,1.94 €,
45,Rue de Vauluizard,MALESHERBES,45330,1.90 €,,2.02 €,1.97 €,
45,AUTOROUTE A10 - AIRE D'ORLÉANS-SARAN,GIDY,45520,1.94 €,0.88 €,2.05 €,1.99 €,
45,RD 2060,Mardié,45430,2.02 €,,2.14 €,2.02 €,
45,Rond-Point de la Guignardière,Chécy,45430,1.85 €,0.88 €,1.95 €,1.90 €,
45,Rue de Montaran,FLEURY-LES-AUBRAIS,45400,1.88 €,0.97 €,1.96 €,1.94 €,
45,ZAC DE MORAILLES,Pithiviers-le-Vieil,45300,1.88 €,0.85 €,1.93 €,1.97 €,
45,rue raymond picault,Nogent-sur-Vernisson,45290,2.16 €,,2.20 €,2.05 €,
45, Route de Saint-Cyr-en-Val,SAINT-JEAN-LE-BLANC,45650,1.81 €,,1.94 €,1.93 €,
45, Route de Tigy,VIENNE-EN-VAL,45510,,,2.07 €,2.00 €,
45,56 FAUBOURG DE LA VILLENEUVE,Bonny-sur-Loire,45420,,,2.03 €,1.95 €,
45,11 ROUTE DE SANTRANGES,Beaulieu-sur-Loire,45630,,,,2.05 €,
45,ROUTE DE SOLOGNE,BONNéE,45460,1.89 €,,1.98 €,1.95 €,
45,ZA AUTROCHE SORTIE AUTOROUTE,ARTENAY,45410,1.88 €,0.85 €,1.96 €,1.94 €,
45,Route de Beaulieu,Châtillon-sur-Loire,45360,,,2.28 €,1.97 €,
45,200 ROUTE DE BELLEGARDE,LADON,45270,,,,2.14 €,
45,Rue de Puiseaux,DARVOY,45150,null,null,null,null,
45,5  Avenue du Général de Gaulle,Jargeau,45150,1.97 €,,2.05 €,1.98 €,
45,43/45 Avenue de Saint-Mesmin,ORLéANS,45100,,,1.97 €,1.97 €,
45,ROUTE DU BIGNON,FERRIèRES-EN-GâTINAIS,45210,,,2.02 €,2.00 €,
45,RN 60,LA SELLE-EN-HERMOY,45210,1.98 €,,2.09 €,2.02 €,
45,2 avenue du Général Leclerc,Châlette-sur-Loing,45120,2.04 €,,2.08 €,2.06 €,
45,Rue Louis Aragon,SARAN,45770,1.90 €,,2.01 €,1.99 €,
45,RUE DE LA MERE DIEU,AMILLY,45200,1.99 €,,2.10 €,2.03 €,
45,131 Avenue d'Orléans,Chécy,45430,1.89 €,,2.00 €,1.92 €,
45,122 Rue du Général Leclerc,La Ferté-Saint-Aubin,45240,1.85 €,,1.96 €,1.92 €,
45,TERRES DU MARCHAIS BARNAULT,BRIARE,45250,1.95 €,,,2.00 €,
45,RN 152 ZI DE TAVERS,Tavers,45190,1.98 €,,2.09 €,2.01 €,
45,Avenue du Gâtinais,Châteauneuf-sur-Loire,45110,1.86 €,0.97 €,1.96 €,1.94 €,
45,2601 route nationnale 20,Saran,45770,1.85 €,,1.96 €,1.94 €,
45,RUE DE CHATEAU LANDON,Dordives,45680,1.89 €,,2.02 €,1.97 €,
45,Rue du 11 Novembre,POILLY-LEZ-GIEN,45500,,,2.04 €,1.95 €,
45,Route de Blois,CLéRY-SAINT-ANDRé,45370,1.98 €,,2.10 €,1.99 €,
45,RUE DU 23 AOUT 1944,CHâLETTE-SUR-LOING,45120,1.94 €,0.88 €,2.00 €,1.94 €,
45,74 Route d'Olivet,Orléans,45100,1.83 €,,1.92 €,1.91 €,
45,CENTRE COMMERCIAL DE LAMBALLE,FLEURY-LES-AUBRAIS,45400,,,2.10 €,2.02 €,
45,ROUTE D'ORLEANS,Lorris,45260,1.89 €,0.85 €,1.98 €,1.95 €,
45,RUE DE PARIS,Dordives,45680,1.91 €,,2.02 €,2.01 €,
45,Aire de Meung sur Loire  Autoroute A10,Messas,45190,1.94 €,,2.05 €,1.99 €,
45,Route de Jargeau,SANDILLON,45640,1.93 €,,2.00 €,1.96 €,
45,19 Route de Blois,LA CHAPELLE-SAINT-MESMIN,45380,1.90 €,0.88 €,2.01 €,1.99 €,
45,RN 152 Tavers,TAVERS,45190,1.90 €,0.98 €,1.98 €,1.95 €,
45,route départementale 94,Corbeilles,45490,1.86 €,0.88 €,2.13 €,1.98 €,
45,RN 20 AVENUE DE SOLOGNE,Olivet,45160,1.83 €,,1.94 €,1.90 €,
45,RUE DU CHALET,Saint-Denis-en-Val,45560,1.89 €,0.89 €,1.96 €,1.95 €,
45,Aire de Beaugency-Messas  Autoroute A10,Messas,45190,1.91 €,,2.02 €,1.96 €,
45,RUE DE LA MAIRIE,SAINT-JEAN- DE-BRAYE,45800,2.01 €,,2.11 €,2.00 €,
45,Avenue Pierre Mendes France,SAINT-JEAN-DE-LA-RUELLE,45140,1.88 €,,1.96 €,1.94 €,
89,16 Boulevard Vaulabelle,Auxerre,89000,1.98 €,,2.09 €,2.05 €,
89,7 boulevard du pont neuf,Sens,89100,null,null,null,null,
89,Boulevard Gallieni,Auxerre,89000,1.94 €,,2.01 €,1.95 €,
89,AUTOROUTE A6 - AIRE DE LA COULINE,Précy-sur-Vrin,89116,1.93 €,0.89 €,2.04 €,2.00 €,
89, Route de Sens,SAINT-VALERIEN,89150,null,null,null,null,
89,AUTOROUTE A 19,Fouchères,89150,2.02 €,,2.13 €,2.03 €,
89,2 Avenue Pasteur,SAINT-JULIEN-DU-SAULT,89330,,,,2.09 €,
89,30 RUE PORTE D'EN BAS,CHEVANNES,89240,null,null,null,null,
89,RN 6 - 29 ROUTE DE PARIS,APPOIGNY,89380,1.88 €,0.86 €,1.98 €,1.92 €,
89,Route Nationale,CUSSY-LES-FORGES,89420,null,null,null,null,
89,Route d'Auxerre,MONéTEAU,89470,null,null,null,null,
89,129 Avenue Jean Jaurès,Migennes,89400,1.90 €,,2.02 €,2.00 €,
89,ROUTE DE ST FARGEAU,SAINT-SAUVEUR-EN-PUISAYE,89520,,,2.27 €,2.04 €,
89,Avenue de Paris,MONéTEAU,89470,1.99 €,,2.10 €,2.00 €,
89,31 Avenue Jean Hémery,JOIGNY,89300,,,,2.03 €,
89,avenue du 8 mai 1945,Saint-Florentin,89600,2.04 €,,2.17 €,2.12 €,
89,CENTRE ARTISANAL,CHAMPS-SUR-YONNE,89290,,,1.99 €,1.97 €,
89,Boulevard de Verdun,Auxerre,89000,,,,1.96 €,
89,Près Aubert St Denis les Sens,Saint-Denis-lès-Sens,89100,1.90 €,,2.00 €,1.94 €,
89,Centre commercial ChampBertrand,Sens,89100,1.96 €,,2.12 €,2.00 €,
89,32 B AVENUE GENERAL LECLERC,Pont-sur-Yonne,89140,null,null,null,null,
89,ROUTE DE JOIGNY,APPOIGNY,89380,,,2.20 €,2.02 €,
89,RN 6,SENS,89100,1.90 €,0.88 €,1.97 €,1.93 €,
89,AUTOROUTE A 6 AIRE DE VENOY SOLEIL LEVANT,Champs-sur-Yonne,89290,2.09 €,,2.21 €,2.12 €,
89,6 Route de Maison Dieu,Guillon,89420,null,null,null,null,
89,34 GRANDE RUE,Charny,89120,,,2.06 €,1.98 €,
89,Autoroute A6 Aire de Maison Dieu - Sens Lyon Paris,Sceaux,89420,1.98 €,1.10 €,2.06 €,2.07 €,
89,ROUTE DAUXERRE,TOUCY,89130,,0.80 €,,2.04 €,
89,Aire de Villeneuve Vauluisant Autoroute A5 Sens TROYES PARIS,Villeneuve-l'Archevêque,89190,2.03 €,,2.13 €,1.99 €,
89,Rue de la Chatterie,TOUCY,89130,2.09 €,,2.18 €,2.04 €,
89,ROUTE DES BEDETS,CHEROY,89690,1.83 €,0.85 €,1.90 €,1.90 €,
89,Route de Villeneuve,Saint-Julien-du-Sault,89330,1.91 €,,2.01 €,1.97 €,
89,2 Avenue Jean Mermoz,AUXERRE,89000,1.90 €,,1.97 €,1.94 €,
89,AVENUE HAUSSMAN,Auxerre,89000,2.04 €,0.89 €,,2.04 €,
89,RUE DU TOUR DE VILLE,VERMENTON,89270,,,2.05 €,2.02 €,
89,ROUTE DE PARIS RN 6,MONETEAU,89470,1.90 €,0.87 €,1.96 €,1.92 €,
89,ROUTE NATIONALE 151,COURSON-LES-CARRIèRES,89560,1.97 €,,,2.04 €,
89,ROUTE DE DIJON,Tonnerre,89700,,,2.11 €,1.99 €,
89,14 Avenue Jean Jaurès,Auxerre,89000,1.99 €,,2.07 €,2.00 €,
89,LES HAUTES VEUVES,Pont-sur-Yonne,89140,,,2.00 €,1.94 €,
89,86 Route de Saint-Martin,Charny-Orée-de-Puisaye,89120,,0.85 €,2.02 €,1.98 €,
89,RN 6,VILLEBLEVIN,89720,,,,2.05 €,
89,Rue Braubach,VILLENEUVE-SUR-YONNE,89500,1.99 €,0.91 €,,2.03 €,
89,Voie Nouvelle Les Latteux,Migennes,89400,1.89 €,0.85 €,2.02 €,2.00 €,
89,Route de Ouanne,SAINT-SAUVEUR-EN-PUISAYE,89520,,,2.18 €,2.04 €,
89,13 Avenue de Chablis,Ligny-le-Châtel,89144,1.99 €,0.88 €,,1.99 €,
89,1 rue Guillaume des Barres,VILLENEUVE-LA-GUYARD,89340,1.83 €,0.85 €,1.92 €,1.90 €,
89,ROUTE DE VINCELOTTES,VINCELLES,89290,,,,2.06 €,
89,AUTOROUTE A6,MAISON DIEU,89420,2.02 €,,2.14 €,2.08 €,
89,2 Rue de la Montagne,Sainpuits,89520,,,2.21 €,2.14 €,
89,Rue Pierre et Marie Curie,MIGENNES,89400,,,2.20 €,2.02 €,
89,Avenue de la Morlande,AVALLON,89200,2.05 €,,,1.99 €,
89,21  rue du collège,Ancy-le-Franc,89160,,0.80 €,2.12 €,2.03 €,
89,AUT A 6,PRECY-SUR-VRIN,89116,2.02 €,,2.10 €,2.03 €,
89,RUE DE LA GOULOTTE,Avallon,89200,,,,1.95 €,
89,ROUTE DE PARIS,SAINT-FLORENTIN,89600,1.94 €,,2.05 €,2.00 €,
89,RUE DU MOULIN DE L ARCHE,Saint-Fargeau,89170,,,1.98 €,1.95 €,
89,AUTOROUTE A6 - AIRE DE VENOY-GROSSE-PIERRE,VENOY,89290,1.93 €,0.89 €,2.04 €,2.00 €,
89,A6 AIRE DE LA CHAPONNE,SCEAUX,89420,2.03 €,,2.15 €,2.10 €,
89,route de Perrigny,SAINT-GEORGES-SUR-BAULCHE,89000,,,2.00 €,1.96 €,
89,Avenue de la gare,Villeneuve-l'Archevêque,89190,,,1.99 €,1.99 €,
89,RUE DE L'ETANG,Quarré-les-Tombes,89630,,,,2.10 €,
89,RUE DU PONT,Saint-Père,89450,,,,2.10 €,
89,150 RN6 le petit Villeblevin,Villeblevin,89340,,,2.00 €,1.94 €,
89,RUE DE PREUILLY,Auxerre,89000,,,1.97 €,1.94 €,
89,LOT ST MICHEL,Champignelles,89350,,,2.23 €,2.10 €,
89,ROUTE D HERY,SEIGNELAY,89250,,,2.18 €,2.05 €,
89,RUE DES VALLEES,BLéNEAU,89220,2.15 €,,2.18 €,2.04 €,
89,CHEMIN DE NEUILLY,AILLANT-SUR-THOLON,89110,,,2.20 €,2.06 €,
89,17 Boulevard de Verdun,SENS,89100,2.06 €,,2.10 €,2.07 €,
89,Route d'Auxerre,Chablis,89800,1.88 €,,,1.98 €,
89,36  rue de la République,Noyers,89310,,,1.67 €,1.43 €,
89,4 Quai Jean Moulin,Sens,89100,1.98 €,,2.09 €,2.06 €,
89,Route Nationale 6,AVALLON,89200,1.86 €,,1.97 €,2.02 €,
89,route de Paris,TONNERRE,89700,1.90 €,0.79 €,2.12 €,1.98 €,
89, Route de Sens,SAINT-VALERIEN,89150,,,2.10 €,2.01 €,
89,Route nationale 6,Cussy les Forges,89420,1.86 €,1.07 €,1.97 €,2.02 €,
89,RD 606,Vincelles,89290,2.13 €,,2.20 €,2.09 €,
89,RN 60 ,MALAY-LE-GRAND,89100,1.92 €,0.85 €,2.00 €,1.96 €,
89,48  route de Sens,Épineau-les-Voves,89400,1.88 €,0.85 €,2.16 €,2.00 €,
89,Route de Joigny,Brienon-sur-Armançon,89210,2.15 €,,2.26 €,2.22 €,
89,Aire de Villeneuve l'Archevêque autoroute A5 Sens PARIS TROYES,Villeneuve-l'Archevêque,89190,2.03 €,,2.13 €,1.99 €,
89,6 Rue de Lyon,Avallon,89200,,0.90 €,2.20 €,2.07 €,
89,Route d'Avrolles,Saint-Florentin,89600,1.89 €,0.85 €,2.00 €,1.98 €,
89,8 Route de Voulx,SENS,89100,,,2.00 €,1.96 €,
89,97-99 Avenue de Saint-Georges,Auxerre,89000,,,2.10 €,1.96 €,
89,ROUTE DE TONNERRE,AVALLON,89200,2.00 €,,2.08 €,1.94 €,
89,Rue des Entrepreneurs,Joigny,89300,1.89 €,0.85 €,2.01 €,2.00 €,
89,84 ROUTE DE MAILLOT,SENS,89100,,,2.00 €,1.96 €,
89,Avenue du Général de Gaulle,TOUCY,89130,1.98 €,0.85 €,2.10 €,1.97 €,
89,Route de Lyon,SENS,89100,1.97 €,,2.08 €,2.05 €,
46,Avenue Edouard Herriot,CAHORS,46000,1.87 €,0.85 €,2.00 €,1.95 €,
46,Route de Fumel,GOURDON,46300,1.88 €,,1.98 €,1.95 €,
46,Combe du Paysan,Cahors,46000,1.87 €,0.85 €,1.98 €,1.96 €,
46,Chemin des Gaulies,PRAYSSAC,46220,1.92 €,0.88 €,1.96 €,1.96 €,
